image,film,ligand,sa,kd,l
mr#rh#11530#L#epib#5784#59,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#60,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#61,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#flum#5753#00a,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#00b,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#00c,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#00d,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#00e,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#00f,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#00g,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#00h,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#00i,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#00j,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#01,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#02,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#03,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#04,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#05,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#06,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#07,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#08,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#09,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#10,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#11,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#12,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#13,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#14,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#15,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#16,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#17,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#18,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#19,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#20,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#21,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#22,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#23,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#24,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#25,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#26,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#27,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#28,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#29,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#30,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#31,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#32,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5753#33,mr5753,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#34,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#35,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#36,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#37,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#38,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#39,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#40,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#41,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#42,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#43,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#44,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#45,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#46,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#47,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#48,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#49,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#50,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#51,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#52,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#53,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#54,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#55,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#56,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#57,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#58,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#59,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#60,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#flum#5754#61,mr5754,flum,78.6,2,0.67
mr#rh#11530#L#kain#5763#01,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#02,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#03,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#04,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#05,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#06,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#07,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#08,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#09,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#10,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#11,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#12,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#13,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#14,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#15,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#16,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#17,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#18,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#19,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#20,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#21,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#22,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#23,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#24,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#25,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#26,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#27,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#28,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#29,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#30,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#31,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5763#32,mr5763,kain,58,12,8.4
mr#rh#11530#L#kain#5764#35,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#36,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#37,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#38,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#39,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#40,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#41,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#42,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#43,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#44,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#45,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#46,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#47,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#48,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#49,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#50,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#51,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#52,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#53,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#54,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#55,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#56,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#57,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#58,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#59,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#60,mr5764,kain,58,12,8.4
mr#rh#11530#L#kain#5764#61,mr5764,kain,58,12,8.4
mr#rh#11530#L#keta#5777#01,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#02,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#03,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#04,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#05,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#06,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#07,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#08,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#09,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#10,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#11,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#12,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#13,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#14,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#15,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#16,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#17,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#18,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#19,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#20,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#21,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#22,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#23,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#24,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#25,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#26,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#27,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#28,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#29,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#30,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#31,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5777#32,mr5777,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#33,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#34,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#35,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#36,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#37,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#38,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#39,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#40,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#41,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#42,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#43,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#44,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#45,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#46,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#47,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#48,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#49,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#50,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#51,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#52,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#53,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#54,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#55,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#56,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#57,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#58,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#59,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#60,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#keta#5778#61,mr5778,keta,88,0.5,1.21
mr#rh#11530#L#mk80#5765#01,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#02,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#03,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#04,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#05,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#06,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#07,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#08,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#09,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#10,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#11,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#12,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#13,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#14,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#15,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#16,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#17,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#18,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#19,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#20,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#21,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#22,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#23,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#24,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#25,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#26,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#27,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#28,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#29,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#30,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#31,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5765#32,mr5765,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#33,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#34,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#35,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#36,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#37,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#38,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#39,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#40,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#41,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#42,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#43,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#44,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#45,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#46,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#47,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#48,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#49,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#50,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#51,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#52,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#53,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#54,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#55,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#56,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#57,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#58,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#59,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#60,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#mk80#5766#61,mr5766,mk80,24.2,5,4.1
mr#rh#11530#L#musc#5767#01,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#02,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#03,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#04,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#05,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#06,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#07,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#08,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#09,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#10,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#11,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#12,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#13,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#14,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#15,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#16,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#17,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#18,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#19,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#20,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#21,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#22,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#23,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#24,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#25,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#26,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#27,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#28,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#29,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#30,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#31,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5767#32,mr5767,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#33,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#34,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#35,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#36,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#37,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#38,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#39,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#40,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#41,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#42,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#43,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#44,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#45,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#46,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#47,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#48,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#49,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#50,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#51,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#52,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#53,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#54,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#55,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#56,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#57,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#58,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#59,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#60,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#musc#5768#61,mr5768,musc,29.5,6,6.98
mr#rh#11530#L#oxot#5775#01,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#02,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#03,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#04,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#05,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#06,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#07,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#08,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#09,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#10,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#11,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#12,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#13,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#14,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#15,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#16,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#17,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#18,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#19,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#20,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#21,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#22,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#23,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#24,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#25,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#26,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#27,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#28,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#29,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#30,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#31,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5775#32,mr5775,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5776#33,mr5776,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5776#34,mr5776,oxot,86.4,0.8,0.79
mr#rh#11530#L#oxot#5776#35,mr5776,oxot,86.4,0.8,0.79
