Image,cmax_in_file,Ligand,SA,KD,l
QM#hg#MR2s4#L#sch2#7247#03,QM7247.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7247#04,QM7247.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7247#05,QM7247.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7247#06,QM7247.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7247#07,QM7247.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7247#08,QM7247.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7247#09,QM7247.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7248#10,QM7248.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7248#11,QM7248.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7248#12,QM7248.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7248#13,QM7248.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7249#14,QM7249.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7249#15,QM7249.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7249#16,QM7249.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7249#17,QM7249.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7249#18,QM7249.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7250#19,QM7250.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7250#20,QM7250.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7250#21,QM7250.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7250#22,QM7250.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7251#23,QM7251.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7251#24,QM7251.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sch2#7251#25,QM7251.grt,sch2,85,0.14,1.7
QM#hg#MR2s4#L#sr95#7262#01,QM7262.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7262#02,QM7262.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7262#03,QM7262.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7262#04,QM7262.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7262#05,QM7262.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7262#06,QM7262.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7262#07,QM7262.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7262#08,QM7262.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7262#09,QM7262.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7262#10,QM7262.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7263#11,QM7263.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7263#12,QM7263.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7263#13,QM7263.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7263#14,QM7263.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7263#15,QM7263.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7264#16,QM7264.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7264#17,QM7264.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7264#18,QM7264.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7264#19,QM7264.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7264#20,QM7264.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7265#21,QM7265.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7265#22,QM7265.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7265#23,QM7265.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7265#24,QM7265.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#sr95#7265#25,QM7265.grt,sr95,55.3,6,3.04
QM#hg#MR2s4#L#uk14#7252#01,QM7252.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7252#02,QM7252.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7252#03,QM7252.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7252#04,QM7252.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7252#05,QM7252.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7252#06,QM7252.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7252#07,QM7252.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7252#08,QM7252.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7252#09,QM7252.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7253#10,QM7253.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7253#11,QM7253.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7253#12,QM7253.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7253#13,QM7253.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7254#14,QM7254.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7254#15,QM7254.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7254#16,QM7254.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7254#17,QM7254.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7254#18,QM7254.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7255#19,QM7255.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7255#20,QM7255.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7255#21,QM7255.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7255#22,QM7255.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7256#23,QM7256.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7256#24,QM7256.grt,uk14,85,1.4,0.69
QM#hg#MR2s4#L#uk14#7256#25,QM7256.grt,uk14,85,1.4,0.69
QN#hg#MR2s5#L#afdx#7332#01,QN7332.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7332#02,QN7332.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7332#03,QN7332.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7332#04,QN7332.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7332#05,QN7332.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7332#06,QN7332.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7332#07,QN7332.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7332#08,QN7332.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7332#09,QN7332.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7332#10,QN7332.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7332#11,QN7332.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7332#12,QN7332.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7332#13,QN7332.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7332#14,QN7332.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7332#15,QN7332.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7332#16,QN7332.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7332#17,QN7332.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7332#18,QN7332.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7332#19,QN7332.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7332#20,QN7332.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7333#21,QN7333.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7333#22,QN7333.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7333#23,QN7333.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7333#24,QN7333.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7333#25,QN7333.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7333#26,QN7333.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7333#27,QN7333.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7333#28,QN7333.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#afdx#7333#29,QN7333.grt,afdx,115,2,4.92
QN#hg#MR2s5#L#ampa#7292#01,QN7292.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7292#02,QN7292.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7292#03,QN7292.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7292#04,QN7292.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7292#05,QN7292.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7292#06,QN7292.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7292#07,QN7292.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7292#08,QN7292.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7292#09,QN7292.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7292#10,QN7292.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7292#11,QN7292.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7292#12,QN7292.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7292#13,QN7292.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7292#14,QN7292.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7292#15,QN7292.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7292#16,QN7292.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7292#17,QN7292.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7292#18,QN7292.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7292#19,QN7292.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7292#20,QN7292.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7293#21,QN7293.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7293#22,QN7293.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7293#23,QN7293.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7293#24,QN7293.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7293#25,QN7293.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7293#26,QN7293.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7293#27,QN7293.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7293#28,QN7293.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#ampa#7293#29,QN7293.grt,ampa,45.5,10,9.92
QN#hg#MR2s5#L#cgp5#7326#01,QN7326.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7326#02,QN7326.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7326#03,QN7326.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7326#04,QN7326.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7326#05,QN7326.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7326#06,QN7326.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7326#07,QN7326.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7326#08,QN7326.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7326#09,QN7326.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7326#10,QN7326.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7326#11,QN7326.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7326#12,QN7326.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7326#13,QN7326.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7326#14,QN7326.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7326#15,QN7326.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7326#16,QN7326.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7326#17,QN7326.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7326#18,QN7326.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7326#19,QN7326.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7326#20,QN7326.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7327#21,QN7327.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7327#22,QN7327.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7327#23,QN7327.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7327#24,QN7327.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7327#25,QN7327.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7327#26,QN7327.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7327#27,QN7327.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7327#28,QN7327.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cgp5#7327#29,QN7327.grt,cgp5,50,1.48,1.86
QN#hg#MR2s5#L#cpmg#7320#01,QN7320.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7320#02,QN7320.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7320#03,QN7320.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7320#04,QN7320.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7320#05,QN7320.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7320#06,QN7320.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7320#07,QN7320.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7320#08,QN7320.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7320#09,QN7320.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7320#10,QN7320.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7320#11,QN7320.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7320#12,QN7320.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7320#13,QN7320.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7320#14,QN7320.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7320#15,QN7320.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7320#16,QN7320.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7320#17,QN7320.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7320#18,QN7320.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7320#19,QN7320.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7320#20,QN7320.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7321#21,QN7321.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7321#22,QN7321.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7321#23,QN7321.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7321#24,QN7321.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7321#25,QN7321.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7321#26,QN7321.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7321#27,QN7321.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7321#28,QN7321.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpmg#7321#29,QN7321.grt,cpmg,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7318#01,QN7318.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7318#02,QN7318.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7318#03,QN7318.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7318#04,QN7318.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7318#05,QN7318.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7318#06,QN7318.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7318#07,QN7318.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7318#08,QN7318.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7318#09,QN7318.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7318#10,QN7318.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7318#11,QN7318.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7318#12,QN7318.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7318#13,QN7318.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7318#14,QN7318.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7318#15,QN7318.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7318#16,QN7318.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7318#17,QN7318.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7318#18,QN7318.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7318#19,QN7318.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7318#20,QN7318.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7319#21,QN7319.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7319#22,QN7319.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7319#23,QN7319.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7319#24,QN7319.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7319#25,QN7319.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7319#26,QN7319.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7319#27,QN7319.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7319#28,QN7319.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#cpog#7319#29,QN7319.grt,cpog,58.9,4.4,4.98
QN#hg#MR2s5#L#damp#7330#01,QN7330.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7330#02,QN7330.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7330#03,QN7330.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7330#04,QN7330.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7330#05,QN7330.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7330#06,QN7330.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7330#07,QN7330.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7330#08,QN7330.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7330#09,QN7330.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7330#10,QN7330.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7330#11,QN7330.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7330#12,QN7330.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7330#13,QN7330.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7330#14,QN7330.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7330#15,QN7330.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7330#16,QN7330.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7330#17,QN7330.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7330#18,QN7330.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7330#19,QN7330.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7330#20,QN7330.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7331#21,QN7331.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7331#22,QN7331.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7331#23,QN7331.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7331#24,QN7331.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7331#25,QN7331.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7331#26,QN7331.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7331#27,QN7331.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7331#28,QN7331.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#damp#7331#29,QN7331.grt,damp,68.2,0.2,1.04
QN#hg#MR2s5#L#dpat#7304#01,QN7304.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7304#02,QN7304.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7304#03,QN7304.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7304#04,QN7304.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7304#05,QN7304.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7304#06,QN7304.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7304#07,QN7304.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7304#08,QN7304.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7304#09,QN7304.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7304#10,QN7304.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7304#11,QN7304.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7304#12,QN7304.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7304#13,QN7304.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7304#14,QN7304.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7304#15,QN7304.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7304#16,QN7304.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7304#17,QN7304.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7304#18,QN7304.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7304#19,QN7304.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7304#20,QN7304.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7305#21,QN7305.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7305#22,QN7305.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7305#23,QN7305.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7305#24,QN7305.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7305#25,QN7305.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7305#26,QN7305.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7305#27,QN7305.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7305#28,QN7305.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpat#7305#29,QN7305.grt,dpat,106,2,1.14
QN#hg#MR2s5#L#dpmg#7324#01,QN7324.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7324#02,QN7324.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7324#03,QN7324.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7324#04,QN7324.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7324#05,QN7324.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7324#06,QN7324.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7324#07,QN7324.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7324#08,QN7324.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7324#09,QN7324.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7324#10,QN7324.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7324#11,QN7324.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7324#12,QN7324.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7324#13,QN7324.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7324#14,QN7324.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7324#15,QN7324.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7324#16,QN7324.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7324#17,QN7324.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7324#18,QN7324.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7324#19,QN7324.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7324#20,QN7324.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7325#21,QN7325.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7325#22,QN7325.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7325#23,QN7325.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7325#24,QN7325.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7325#25,QN7325.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7325#26,QN7325.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7325#27,QN7325.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7325#28,QN7325.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpmg#7325#29,QN7325.grt,dpmg,120,0.5,0.99
QN#hg#MR2s5#L#dpog#7322#01,QN7322.grt,dpog,120,0.5,1
