,fn,slab_order,mri,slab,hemisphere,ligand,sheet,repeat,global_order
538,RE#hg#MR1s4#R#rx82#5884#10,497,MR1,4,R,rx82,5884,10,4186
540,RE#hg#MR1s4#R#afdx#5924#10,495,MR1,4,R,afdx,5924,10,4184
543,RE#hg#MR1s4#R#dpog#5904#10,492,MR1,4,R,dpog,5904,10,4181
544,RE#hg#MR1s4#R#dpogub#5904#10,491,MR1,4,R,dpogub,5904,10,4180
547,RE#hg#MR1s4#R#dpmg#5908#10,488,MR1,4,R,dpmg,5908,10,4177
548,RE#hg#MR1s4#R#dpmgub#5908#10,487,MR1,4,R,dpmgub,5908,10,4176
549,RE#HG#MR1S4#R#pire#9525#10,486,MR1,4,R,pire,9525,10,4175
551,RE#hg#MR1s4#R#ly34#5928#10,484,MR1,4,R,ly34,5928,10,4173
553,RE#hg#MR1s4#R#cpog#5896#10,482,MR1,4,R,cpog,5896,10,4171
557,RE#hg#MR1s4#R#cpogub#5896#10,478,MR1,4,R,cpogub,5896,10,4167
560,RE#hg#MR1s4#R#cpmg#5900#10,475,MR1,4,R,cpmg,5900,10,4164
561,RE#hg#MR1s4#R#cpmgub#5900#10,474,MR1,4,R,cpmgub,5900,10,4163
562,RE#hg#MR1s4#R#keta#5872#10,473,MR1,4,R,keta,5872,10,4162
564,RE#hg#MR1s4#R#ketaub#5872#10,471,MR1,4,R,ketaub,5872,10,4160
627,RE#hg#MR1s4#R#ampa#5844#11,408,MR1,4,R,ampa,5844,11,4097
629,RE#hg#MR1s4#R#kain#5849#11,406,MR1,4,R,kain,5849,11,4095
633,RE#hg#MR1s4#R#mk80#5852#11,402,MR1,4,R,mk80,5852,11,4091
634,RE#hg#MR1s4#R#musc#5856#11,401,MR1,4,R,musc,5856,11,4090
637,RE#hg#MR1s4#R#cgp5#5912#11,398,MR1,4,R,cgp5,5912,11,4087
640,RE#HG#MR1S4#R#flum#5917#11,395,MR1,4,R,flum,5917,11,4084
643,RE#hg#MR1s4#R#oxot#5865#11,392,MR1,4,R,oxot,5865,11,4081
644,RE#HG#MR1S4#R#damp#5921#11,391,MR1,4,R,damp,5921,11,4080
647,RE#hg#MR1s4#R#epib#5893#11,388,MR1,4,R,epib,5893,11,4077
648,RE#hg#MR1s4#R#praz#5876#11,387,MR1,4,R,praz,5876,11,4076
649,RE#hg#MR1s4#R#uk14#5881#11,386,MR1,4,R,uk14,5881,11,4075
651,RE#HG#MR1S4#R#dpat#5869#11,384,MR1,4,R,dpat,5869,11,4073
652,RE#hg#MR1s4#R#sr95#5933#11,383,MR1,4,R,sr95,5933,11,4072
657,RE#hg#MR1s4#R#sch2#5889#11,378,MR1,4,R,sch2,5889,11,4067
658,RE#hg#MR1s4#R#rx82#5885#11,377,MR1,4,R,rx82,5885,11,4066
659,RE#hg#MR1s4#R#afdx#5925#11,376,MR1,4,R,afdx,5925,11,4065
662,RE#hg#MR1s4#R#dpog#5905#11,373,MR1,4,R,dpog,5905,11,4062
667,RE#hg#MR1s4#R#dpmg#5909#11,368,MR1,4,R,dpmg,5909,11,4057
668,RE#HG#MR1S4#R#pire#9525#11,367,MR1,4,R,pire,9525,11,4056
669,RE#hg#MR1s4#R#ly34#5929#11,366,MR1,4,R,ly34,5929,11,4055
670,RE#hg#MR1s4#R#cpog#5897#11,365,MR1,4,R,cpog,5897,11,4054
671,RE#hg#MR1s4#R#cpmg#5901#11,364,MR1,4,R,cpmg,5901,11,4053
672,RE#hg#MR1s4#R#keta#5873#11,363,MR1,4,R,keta,5873,11,4052
686,RE#hg#MR1s4#R#ampa#5845#12,349,MR1,4,R,ampa,5845,12,4038
687,RE#hg#MR1s4#R#kain#5849#12,348,MR1,4,R,kain,5849,12,4037
688,RE#hg#MR1s4#R#mk80#5853#12,347,MR1,4,R,mk80,5853,12,4036
689,RE#hg#MR1s4#R#musc#5857#12,346,MR1,4,R,musc,5857,12,4035
690,RE#hg#MR1s4#R#cgp5#5913#12,345,MR1,4,R,cgp5,5913,12,4034
691,RE#HG#MR1S4#R#flum#5917#12,344,MR1,4,R,flum,5917,12,4033
694,RE#hg#MR1s4#R#oxot#5865#12,341,MR1,4,R,oxot,5865,12,4030
695,RE#HG#MR1S4#R#damp#5921#12,340,MR1,4,R,damp,5921,12,4029
699,RE#hg#MR1s4#R#epib#5893#12,336,MR1,4,R,epib,5893,12,4025
703,RE#hg#MR1s4#R#praz#5877#12,332,MR1,4,R,praz,5877,12,4021
704,RE#hg#MR1s4#R#uk14#5881#12,331,MR1,4,R,uk14,5881,12,4020
706,RE#HG#MR1S4#R#dpat#5869#12,329,MR1,4,R,dpat,5869,12,4018
715,RE#hg#MR1s4#R#sr95#5933#12,320,MR1,4,R,sr95,5933,12,4009
717,RE#hg#MR1s4#R#sch2#5889#12,318,MR1,4,R,sch2,5889,12,4007
718,RE#hg#MR1s4#R#rx82#5885#12,317,MR1,4,R,rx82,5885,12,4006
719,RE#hg#MR1s4#R#afdx#5925#12,316,MR1,4,R,afdx,5925,12,4005
720,RE#hg#MR1s4#R#dpog#5905#12,315,MR1,4,R,dpog,5905,12,4004
723,RE#hg#MR1s4#R#dpmg#5909#12,312,MR1,4,R,dpmg,5909,12,4001
724,RE#HG#MR1S4#R#pire#9526#12,311,MR1,4,R,pire,9526,12,4000
725,RE#hg#MR1s4#R#ly34#5929#12,310,MR1,4,R,ly34,5929,12,3999
726,RE#hg#MR1s4#R#cpog#5897#12,309,MR1,4,R,cpog,5897,12,3998
727,RE#hg#MR1s4#R#cpmg#5901#12,308,MR1,4,R,cpmg,5901,12,3997
728,RE#hg#MR1s4#R#keta#5873#12,307,MR1,4,R,keta,5873,12,3996
741,RE#hg#MR1s4#R#ampa#5845#13,294,MR1,4,R,ampa,5845,13,3983
742,RE#hg#MR1s4#R#kain#5849#13,293,MR1,4,R,kain,5849,13,3982
746,RE#hg#MR1s4#R#mk80#5853#13,289,MR1,4,R,mk80,5853,13,3978
747,RE#hg#MR1s4#R#musc#5857#13,288,MR1,4,R,musc,5857,13,3977
748,RE#hg#MR1s4#R#cgp5#5913#13,287,MR1,4,R,cgp5,5913,13,3976
750,RE#HG#MR1S4#R#flum#5917#13,285,MR1,4,R,flum,5917,13,3974
754,RE#hg#MR1s4#R#oxot#5865#13,281,MR1,4,R,oxot,5865,13,3970
759,RE#HG#MR1S4#R#damp#5921#13,276,MR1,4,R,damp,5921,13,3965
761,RE#hg#MR1s4#R#epib#5893#13,274,MR1,4,R,epib,5893,13,3963
763,RE#hg#MR1s4#R#uk14#5881#13,272,MR1,4,R,uk14,5881,13,3961
765,RE#HG#MR1S4#R#dpat#5869#13,270,MR1,4,R,dpat,5869,13,3959
767,RE#hg#MR1s4#R#sr95#5933#13,268,MR1,4,R,sr95,5933,13,3957
771,RE#hg#MR1s4#R#sch2#5889#13,264,MR1,4,R,sch2,5889,13,3953
772,RE#hg#MR1s4#R#rx82#5885#13,263,MR1,4,R,rx82,5885,13,3952
773,RE#hg#MR1s4#R#afdx#5925#13,262,MR1,4,R,afdx,5925,13,3951
775,RE#hg#MR1s4#R#dpog#5905#13,260,MR1,4,R,dpog,5905,13,3949
778,RE#hg#MR1s4#R#dpmg#5909#13,257,MR1,4,R,dpmg,5909,13,3946
779,RE#HG#MR1S4#R#pire#9526#13,256,MR1,4,R,pire,9526,13,3945
783,RE#hg#MR1s4#R#ly34#5929#13,252,MR1,4,R,ly34,5929,13,3941
784,RE#hg#MR1s4#R#cpog#5897#13,251,MR1,4,R,cpog,5897,13,3940
788,RE#hg#MR1s4#R#cpmg#5901#13,247,MR1,4,R,cpmg,5901,13,3936
789,RE#hg#MR1s4#R#keta#5873#13,246,MR1,4,R,keta,5873,13,3935
792,RE#hg#MR1s4#R#praz#5877#13,243,MR1,4,R,praz,5877,13,3932
801,RE#hg#MR1s4#R#ampa#5845#14,234,MR1,4,R,ampa,5845,14,3923
802,RE#hg#MR1s4#R#kain#5849#14,233,MR1,4,R,kain,5849,14,3922
803,RE#hg#MR1s4#R#mk80#5853#14,232,MR1,4,R,mk80,5853,14,3921
805,RE#hg#MR1s4#R#musc#5857#14,230,MR1,4,R,musc,5857,14,3919
812,RE#hg#MR1s4#R#cgp5#5913#14,223,MR1,4,R,cgp5,5913,14,3912
813,RE#HG#MR1S4#R#flum#5918#14,222,MR1,4,R,flum,5918,14,3911
817,RE#hg#MR1s4#R#oxot#5866#14,218,MR1,4,R,oxot,5866,14,3907
818,RE#HG#MR1S4#R#damp#5922#14,217,MR1,4,R,damp,5922,14,3906
820,RE#hg#MR1s4#R#epib#5893#14,215,MR1,4,R,epib,5893,14,3904
821,RE#hg#MR1s4#R#praz#5877#14,214,MR1,4,R,praz,5877,14,3903
822,RE#hg#MR1s4#R#uk14#5882#14,213,MR1,4,R,uk14,5882,14,3902
830,RE#HG#MR1s4#R#dpat#5870#14,205,MR1,4,R,dpat,5870,14,3894
832,RE#hg#MR1s4#R#sr95#5934#14,203,MR1,4,R,sr95,5934,14,3892
834,RE#hg#MR1s4#R#sch2#5890#14,201,MR1,4,R,sch2,5890,14,3890
835,RE#hg#MR1s4#R#rx82#5886#14,200,MR1,4,R,rx82,5886,14,3889
836,RE#hg#MR1s4#R#afdx#5926#14,199,MR1,4,R,afdx,5926,14,3888
837,RE#hg#MR1s4#R#dpog#5906#14,198,MR1,4,R,dpog,5906,14,3887
840,RE#hg#MR1s4#R#dpmg#5910#14,195,MR1,4,R,dpmg,5910,14,3884
842,RE#HG#MR1S4#R#pire#9526#14,193,MR1,4,R,pire,9526,14,3882
844,RE#hg#MR1s4#R#ly34#5929#14,191,MR1,4,R,ly34,5929,14,3880
845,RE#hg#MR1s4#R#cpog#5898#14,190,MR1,4,R,cpog,5898,14,3879
847,RE#hg#MR1s4#R#cpmg#5902#14,188,MR1,4,R,cpmg,5902,14,3877
849,RE#hg#MR1s4#R#keta#5873#14,186,MR1,4,R,keta,5873,14,3875
868,RE#hg#MR1s4#R#ampa#5846#15,167,MR1,4,R,ampa,5846,15,3856
869,RE#hg#MR1s4#R#kain#5850#15,166,MR1,4,R,kain,5850,15,3855
870,RE#hg#MR1s4#R#mk80#5854#15,165,MR1,4,R,mk80,5854,15,3854
871,RE#hg#MR1s4#R#musc#5858#15,164,MR1,4,R,musc,5858,15,3853
872,RE#hg#MR1s4#R#cgp5#5914#15,163,MR1,4,R,cgp5,5914,15,3852
873,RE#HG#MR1S4#R#flum#5918#15,162,MR1,4,R,flum,5918,15,3851
879,RE#hg#MR1s4#R#oxot#5866#15,156,MR1,4,R,oxot,5866,15,3845
880,RE#HG#MR1S4#R#damp#5922#15,155,MR1,4,R,damp,5922,15,3844
882,RE#hg#MR1s4#R#epib#5893#15,153,MR1,4,R,epib,5893,15,3842
883,RE#hg#MR1s4#R#praz#5878#15,152,MR1,4,R,praz,5878,15,3841
884,RE#hg#MR1s4#R#uk14#5882#15,151,MR1,4,R,uk14,5882,15,3840
887,RE#HG#MR1s4#R#dpat#5870#15,148,MR1,4,R,dpat,5870,15,3837
888,RE#hg#MR1s4#R#sr95#5934#15,147,MR1,4,R,sr95,5934,15,3836
895,RE#hg#MR1s4#R#sch2#5890#15,140,MR1,4,R,sch2,5890,15,3829
896,RE#hg#MR1s4#R#rx82#5886#15,139,MR1,4,R,rx82,5886,15,3828
897,RE#hg#MR1s4#R#afdx#5926#15,138,MR1,4,R,afdx,5926,15,3827
901,RE#hg#MR1s4#R#dpog#5906#15,134,MR1,4,R,dpog,5906,15,3823
907,RE#hg#MR1s4#R#dpmg#5910#15,128,MR1,4,R,dpmg,5910,15,3817
908,RE#HG#MR1S4#R#pire#9527#15,127,MR1,4,R,pire,9527,15,3816
909,RE#hg#MR1s4#R#ly34#5930#15,126,MR1,4,R,ly34,5930,15,3815
911,RE#hg#MR1s4#R#cpog#5898#15,124,MR1,4,R,cpog,5898,15,3813
912,RE#hg#MR1s4#R#cpmg#5902#15,123,MR1,4,R,cpmg,5902,15,3812
914,RE#hg#MR1s4#R#keta#5874#15,121,MR1,4,R,keta,5874,15,3810
929,RE#hg#MR1s4#R#ampa#5846#16,106,MR1,4,R,ampa,5846,16,3795
930,RE#hg#MR1s4#R#kain#5850#16,105,MR1,4,R,kain,5850,16,3794
931,RE#hg#MR1s4#R#mk80#5854#16,104,MR1,4,R,mk80,5854,16,3793
932,RE#hg#MR1s4#R#musc#5858#16,103,MR1,4,R,musc,5858,16,3792
933,RE#hg#MR1s4#R#cgp5#5914#16,102,MR1,4,R,cgp5,5914,16,3791
934,RE#HG#MR1S4#R#flum#5918#16,101,MR1,4,R,flum,5918,16,3790
938,RE#hg#MR1s4#R#oxot#5866#16,97,MR1,4,R,oxot,5866,16,3786
939,RE#HG#MR1S4#R#damp#5922#16,96,MR1,4,R,damp,5922,16,3785
944,RE#hg#MR1s4#R#epib#5894#16,91,MR1,4,R,epib,5894,16,3780
945,RE#hg#MR1s4#R#praz#5878#16,90,MR1,4,R,praz,5878,16,3779
946,RE#hg#MR1s4#R#uk14#5882#16,89,MR1,4,R,uk14,5882,16,3778
949,RE#HG#MR1s4#R#dpat#5870#16,86,MR1,4,R,dpat,5870,16,3775
950,RE#hg#MR1s4#R#sr95#5934#16,85,MR1,4,R,sr95,5934,16,3774
952,RE#hg#MR1s4#R#sch2#5890#16,83,MR1,4,R,sch2,5890,16,3772
955,RE#hg#MR1s4#R#rx82#5886#16,80,MR1,4,R,rx82,5886,16,3769
956,RE#hg#MR1s4#R#afdx#5926#16,79,MR1,4,R,afdx,5926,16,3768
957,RE#hg#MR1s4#R#dpog#5906#16,78,MR1,4,R,dpog,5906,16,3767
964,RE#hg#MR1s4#R#dpmg#5910#16,71,MR1,4,R,dpmg,5910,16,3760
965,RE#HG#MR1S4#R#pire#9527#16,70,MR1,4,R,pire,9527,16,3759
966,RE#hg#MR1s4#R#ly34#5930#16,69,MR1,4,R,ly34,5930,16,3758
967,RE#hg#MR1s4#R#cpog#5898#16,68,MR1,4,R,cpog,5898,16,3757
968,RE#hg#MR1s4#R#cpmg#5902#16,67,MR1,4,R,cpmg,5902,16,3756
969,RE#hg#MR1s4#R#keta#5874#16,66,MR1,4,R,keta,5874,16,3755
981,RE#hg#MR1s4#R#ampa#5846#17,54,MR1,4,R,ampa,5846,17,3743
982,RE#hg#MR1s4#R#kain#5850#17,53,MR1,4,R,kain,5850,17,3742
983,RE#hg#MR1s4#R#mk80#5854#17,52,MR1,4,R,mk80,5854,17,3741
984,RE#hg#MR1s4#R#musc#5858#17,51,MR1,4,R,musc,5858,17,3740
985,RE#hg#MR1s4#R#cgp5#5914#17,50,MR1,4,R,cgp5,5914,17,3739
988,RE#HG#MR1S4#R#flum#5918#17,47,MR1,4,R,flum,5918,17,3736
991,RE#hg#MR1s4#R#oxot#5866#17,44,MR1,4,R,oxot,5866,17,3733
992,RE#HG#MR1S4#R#damp#5922#17,43,MR1,4,R,damp,5922,17,3732
994,RE#hg#MR1s4#R#epib#5894#17,41,MR1,4,R,epib,5894,17,3730
995,RE#hg#MR1s4#R#praz#5878#17,40,MR1,4,R,praz,5878,17,3729
996,RE#hg#MR1s4#R#uk14#5882#17,39,MR1,4,R,uk14,5882,17,3728
999,RE#HG#MR1s4#R#dpat#5870#17,36,MR1,4,R,dpat,5870,17,3725
1000,RE#hg#MR1s4#R#sr95#5934#17,35,MR1,4,R,sr95,5934,17,3724
1002,RE#hg#MR1s4#R#sch2#5890#17,33,MR1,4,R,sch2,5890,17,3722
1003,RE#hg#MR1s4#R#rx82#5886#17,32,MR1,4,R,rx82,5886,17,3721
1004,RE#hg#MR1s4#R#afdx#5926#17,31,MR1,4,R,afdx,5926,17,3720
1005,RE#hg#MR1s4#R#dpog#5906#17,30,MR1,4,R,dpog,5906,17,3719
1007,RE#hg#MR1s4#R#dpmg#5910#17,28,MR1,4,R,dpmg,5910,17,3717
1008,RE#hg#MR1s4#R#ly34#5930#17,27,MR1,4,R,ly34,5930,17,3716
1009,RE#hg#MR1s4#R#cpog#5898#17,26,MR1,4,R,cpog,5898,17,3715
1010,RE#hg#MR1s4#R#cpmg#5902#17,25,MR1,4,R,cpmg,5902,17,3714
1011,RE#hg#MR1s4#R#keta#5874#17,24,MR1,4,R,keta,5874,17,3713
1023,RE#hg#MR1s4#R#ampa#5846#18,12,MR1,4,R,ampa,5846,18,3701
1024,RE#hg#MR1s4#R#kain#5850#18,11,MR1,4,R,kain,5850,18,3700
1026,RE#hg#MR1s4#R#mk80#5854#18,9,MR1,4,R,mk80,5854,18,3698
1027,RE#hg#MR1s4#R#musc#5858#18,8,MR1,4,R,musc,5858,18,3697
1028,RE#hg#MR1s4#R#cgp5#5914#18,7,MR1,4,R,cgp5,5914,18,3696
1031,RE#HG#MR1S4#R#flum#5918#18,4,MR1,4,R,flum,5918,18,3693
1034,RE#hg#MR1s4#R#oxot#5866#18,1,MR1,4,R,oxot,5866,18,3690
0,QY#HG#MR1s2#R#ampa#6117#01,1,MR1,2,R,ampa,6117,01,1445
1,QY#HG#MR1s2#R#kain#6121#01,2,MR1,2,R,kain,6121,01,1446
2,QY#HG#MR1s2#R#mk80#6125#01,3,MR1,2,R,mk80,6125,01,1447
6,QY#HG#MR1s2#R#musc#6129#01,7,MR1,2,R,musc,6129,01,1451
9,QY#HG#MR1s2#R#cgp5#6185#01,10,MR1,2,R,cgp5,6185,01,1454
12,QY#HG#MR1s2#R#flum#6189#01,13,MR1,2,R,flum,6189,01,1457
16,QY#HG#MR1s2#R#oxot#6137#01,17,MR1,2,R,oxot,6137,01,1461
17,QY#HG#MR1s2#R#damp#6193#01,18,MR1,2,R,damp,6193,01,1462
19,QY#HG#MR1s2#R#epib#6165#01,20,MR1,2,R,epib,6165,01,1464
21,QY#HG#MR1s2#R#praz#6149#01,22,MR1,2,R,praz,6149,01,1466
22,QY#HG#MR1s2#R#uk14#6153#01,23,MR1,2,R,uk14,6153,01,1467
24,QY#HG#MR1s2#R#dpat#6141#01,25,MR1,2,R,dpat,6141,01,1469
25,QY#HG#MR1s2#R#sr95#6205#01,26,MR1,2,R,sr95,6205,01,1470
28,QY#HG#MR1s2#R#sch2#6161#01,29,MR1,2,R,sch2,6161,01,1473
30,QY#HG#MR1s2#R#rx82#6157#01,31,MR1,2,R,rx82,6157,01,1475
31,QY#HG#MR1s2#R#afdx#6197#01,32,MR1,2,R,afdx,6197,01,1476
33,QY#HG#MR1s2#R#dpog#6177#01,34,MR1,2,R,dpog,6177,01,1478
35,QY#HG#MR1s2#R#dpmg#6181#01,36,MR1,2,R,dpmg,6181,01,1480
38,QY#HG#MR1s2#R#ly34#6201#01,39,MR1,2,R,ly34,6201,01,1483
39,QY#HG#MR1s2#R#cpog#6169#01,40,MR1,2,R,cpog,6169,01,1484
41,QY#HG#MR1s2#R#cpmg#6173#01,42,MR1,2,R,cpmg,6173,01,1486
43,QY#HG#MR1S2#R#pire#9513#01,44,MR1,2,R,pire,9513,01,1488
56,QY#HG#MR1s2#R#ampa#6117#02,57,MR1,2,R,ampa,6117,02,1501
57,QY#HG#MR1s2#R#kain#6121#02,58,MR1,2,R,kain,6121,02,1502
59,QY#HG#MR1s2#R#mk80#6125#02,60,MR1,2,R,mk80,6125,02,1504
60,QY#HG#MR1s2#R#musc#6129#02,61,MR1,2,R,musc,6129,02,1505
61,QY#HG#MR1s2#R#cgp5#6185#02,62,MR1,2,R,cgp5,6185,02,1506
62,QY#HG#MR1s2#R#flum#6189#02,63,MR1,2,R,flum,6189,02,1507
65,QY#HG#MR1s2#R#oxot#6137#02,66,MR1,2,R,oxot,6137,02,1510
69,QY#HG#MR1s2#R#damp#6193#02,70,MR1,2,R,damp,6193,02,1514
72,QY#HG#MR1s2#R#epib#6165#02,73,MR1,2,R,epib,6165,02,1517
74,QY#HG#MR1s2#R#praz#6149#02,75,MR1,2,R,praz,6149,02,1519
75,QY#HG#MR1s2#R#uk14#6153#02,76,MR1,2,R,uk14,6153,02,1520
78,QY#HG#MR1s2#R#dpat#6141#02,79,MR1,2,R,dpat,6141,02,1523
80,QY#HG#MR1s2#R#sr95#6205#02,81,MR1,2,R,sr95,6205,02,1525
88,QY#HG#MR1s2#R#sch2#6161#02,89,MR1,2,R,sch2,6161,02,1533
89,QY#HG#MR1s2#R#rx82#6157#02,90,MR1,2,R,rx82,6157,02,1534
90,QY#HG#MR1s2#R#afdx#6197#02,91,MR1,2,R,afdx,6197,02,1535
91,QY#HG#MR1s2#R#dpog#6177#02,92,MR1,2,R,dpog,6177,02,1536
93,QY#HG#MR1s2#R#dpmg#6181#02,94,MR1,2,R,dpmg,6181,02,1538
94,QY#HG#MR1s2#R#ly34#6201#02,95,MR1,2,R,ly34,6201,02,1539
97,QY#HG#MR1s2#R#cpog#6169#02,98,MR1,2,R,cpog,6169,02,1542
