,name,number
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#ampa#7024#18#L.TIF,97.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#damp#7011#15#L.TIF,98.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2S1#L#praz#7041#10#L.TIF,99.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#mk80#7029#11#L.TIF,100.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#praz#7042#20#L.TIF,101.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#musc#6406#17#L.TIF,102.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#dpmg#7021#17#L.TIF,103.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#damp#7011#13#L.TIF,104.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#sr95#7059#12#L.TIF,105.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#keta#6556#13#L.TIF,106.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#mk80#7029#02#L.TIF,107.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#mk80#7031#22#L.TIF,108.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2S1#L#keta#7047#13#L.TIF,109.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#afdx#7039#24#L.TIF,110.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2s1#L#musc#6405#15#L.TIF,111.0
0,/data1/users/tfunck/receptor/MR2/img_lin/L_slab_1/QJ#HG#MR2S1#L#dpat#7065#08#L.TIF,112.0
